municipio,numero_escolas_trabalha,tipo_escola,niveis_escola,idade,sexo,formacao,area_ed_inf,area_ef_finais,area_ef_iniciais,area_ens_medio,area_ens_tec,contrato,tempo_escola,tempo_profissao,hrs_semanais,numero_professores,supervisiona,licenca_2semanas,licenca_ano,quantotempo,scv,saude,exaustao
Espumoso,2,1,2,40,2,2,0,1,1,0,0,1,16,17,28,36,2,1,1,,5,4,"2,6"
Tapejara,2,1,5,39,2,2,1,0,1,0,0,1,4,9,20,36,1,1,1,,6,4,"2,6"
Passo Fundo,1,1,2,49,2,2,0,1,1,0,0,1,5,31,40,35,2,1,1,,6,4,"2,6"
Getúlio Vargas,1,1,1,23,2,2,1,0,0,0,0,2,1,1,20,33,1,1,1,,6,4,"2,6"
Passo Fundo,1,3,2,62,1,2,0,1,0,0,0,2,8,22,24,27,2,1,1,,7,4,"2,6"
Ibiaçá,1,2,3,37,2,2,0,1,0,1,0,3,2,13,36,27,1,1,1,,5,4,"2,6"
Espumoso,1,1,1,42,2,2,1,0,0,0,0,1,5,18,40,26,2,1,2,1,6,4,"2,6"
Espumoso,1,1,1,47,2,1,1,0,0,0,0,1,12,17,20,26,1,2,1,,6,4,"2,6"
Ibirubá,1,1,2,43,2,2,0,0,1,0,0,2,4,6,40,26,2,1,1,,6,4,"2,6"
Marau,1,1,1,35,2,6,1,0,0,0,0,2,"1,4",3,20,26,1,1,1,,7,4,"2,6"
Marau,2,1,1,29,2,1,1,0,0,0,0,2,2,2,20,26,,1,1,,6,4,"2,6"
Erechim,1,1,1,40,2,6,1,0,0,0,0,1,4,6,40,23,2,1,2,5,5,4,"2,6"
Erechim,1,1,1,26,2,2,1,0,0,0,0,1,4,6,40,23,1,1,2,50,6,4,"2,6"
Erechim,1,1,1,27,2,2,1,0,0,0,0,1,4,4,40,23,1,1,1,,6,4,"2,6"
Marau,2,1,2,34,2,2,0,1,0,1,0,1,"0,5",12,40,22,1,1,1,,6,4,"2,6"
Tapera,1,1,2,33,2,2,0,1,0,0,0,1,4,7,44,21,2,1,2,15,6,4,"2,6"
Getúlio Vargas,1,1,2,28,2,2,0,0,1,0,0,2,"0,6",6,20,21,1,1,1,,7,4,"2,6"
Tapejara,1,1,2,30,2,2,1,0,1,0,0,1,6,6,40,20,2,1,1,,6,4,"2,6"
Estação,2,,,50,2,2,0,0,1,0,0,1,8,28,22,19,1,1,1,,6,4,"2,6"
Passo Fundo,1,1,1,43,2,3,1,0,0,0,0,3,5,22,30,18,1,1,2,10,5,4,"2,6"
Erechim,1,1,1,30,2,2,1,0,0,0,0,1,9,11,40,18,2,1,1,,6,4,"2,6"
Passo Fundo,1,1,1,40,2,1,1,0,0,0,0,1,2,2,"8,3",18,1,1,1,,6,4,"2,6"
Taquaruçu do Sul,1,1,2,53,2,1,0,0,1,0,0,1,10,35,20,17,1,1,1,,6,4,"2,6"
Espumoso,2,1,2,37,1,2,0,1,1,0,0,1,2,18,40,17,2,1,1,,6,4,"2,6"
Passo Fundo,1,1,1,35,2,2,1,0,0,0,0,1,3,7,30,16,1,1,1,,6,4,"2,6"
Passo Fundo,1,1,1,32,2,5,1,0,0,0,0,3,1,3,30,14,2,1,1,,3,4,"2,6"
Selbach,2,1,2,29,2,2,0,1,0,0,0,1,3,3,44,14,2,1,1,,6,4,"2,6"
Marau,2,1,1,55,2,2,1,0,0,0,0,1,"0,6",30,20,10,1,1,1,,7,4,"2,6"
Passo Fundo,1,1,1,41,2,2,1,0,0,0,0,1,3,23,,10,2,1,1,,1,4,"2,6"
Passo Fundo,1,1,1,27,2,1,1,0,0,0,0,1,6,3,30,6,1,1,1,,6,4,"2,6"
Passo Fundo,1,1,1,34,2,2,1,0,0,0,0,1,5,,30,6,1,1,1,,7,4,"2,6"
Passo Fundo,1,3,3,36,2,3,0,0,0,0,1,2,8,12,8,120,1,1,2,15,6,3,"2,6"
Passo Fundo,2,3,3,38,2,8,0,0,0,1,0,2,8,10,20,120,1,1,1,,6,3,"2,6"
Passo Fundo,1,3,4,25,2,3,0,0,1,0,0,,2,4,23,64,1,1,1,,4,3,"2,6"
Marau,1,1,2,57,2,7,0,1,0,0,0,1,22,22,40,58,1,1,1,,7,3,"2,6"
Marau,2,1,2,35,1,2,0,1,0,1,0,1,4,10,44,58,1,1,1,,5,3,"2,6"
Erechim,1,1,2,56,2,5,1,0,0,0,0,1,17,4,50,50,1,1,1,,5,3,"2,6"
Getúlio Vargas,1,1,2,52,2,2,1,1,1,0,0,1,15,18,40,41,2,1,1,,6,3,"2,6"
Tapejara,1,1,2,48,2,2,1,1,1,0,0,1,11,26,,37,2,1,1,,5,3,"2,6"
Erechim,1,1,1,37,2,2,1,0,0,0,0,1,6,11,20,33,1,1,1,,6,3,"2,6"
Espumoso,1,1,2,50,2,2,0,0,1,0,0,1,5,24,8,30,1,1,1,,3,3,"2,6"
Erechim,1,1,1,28,2,2,1,0,0,0,0,1,5,7,4,28,1,1,1,,5,3,"2,6"
Passo Fundo,1,1,2,52,2,2,0,0,0,0,0,1,25,25,40,27,2,1,1,,5,3,"2,6"
Passo Fundo,1,3,2,31,1,7,0,1,0,0,0,1,1,4,12,27,1,1,2,3,5,3,"2,6"
Marau,1,1,1,31,2,2,1,0,0,0,0,1,3,12,20,26,2,1,1,,6,3,"2,6"
Ibirubá,1,1,2,47,2,2,0,1,0,0,0,1,25,30,40,23,2,1,1,,6,3,"2,6"
Taquaruçu do Sul,1,1,2,52,2,2,0,1,0,0,0,1,28,28,22,17,1,1,1,,6,3,"2,6"
Espumoso,2,1,2,47,2,2,0,1,1,0,0,1,5,18,20,17,1,2,2,7,6,3,"2,6"
Taquaruçu do Sul,2,1,2,40,2,2,0,0,1,0,0,1,4,13,22,17,1,1,1,,6,3,"2,6"
Passo Fundo,1,1,1,27,2,3,1,0,0,0,0,1,3,9,30,16,1,1,2,5,4,3,"2,6"
Passo Fundo,1,1,1,36,2,1,1,0,0,0,0,1,2,10,30,15,1,1,1,,6,3,"2,6"
Passo Fundo,1,1,1,52,2,5,1,0,0,0,0,1,12,22,,14,1,1,1,,3,3,"2,6"
Passo Fundo,1,1,2,47,2,1,0,0,1,0,0,1,25,,40,13,1,1,1,,3,3,"2,6"
Sananduva,2,1,2,35,2,2,0,1,0,0,0,1,4,11,30,12,1,1,1,,6,3,"2,6"
Sananduva,2,1,2,34,2,2,0,1,1,0,0,1,"0,2",13,35,,1,1,2,1,5,3,"2,6"
Passo Fundo,1,1,2,51,2,2,0,1,0,0,0,1,13,23,20,37,1,1,2,30,2,2,"2,6"
Passo Fundo,2,3,2,51,2,2,0,0,1,0,0,1,18,"33,5",10,27,1,1,1,,6,2,"2,6"
Passo Fundo,1,1,2,35,2,2,0,0,1,0,0,1,3,15,40,19,1,1,1,,2,2,"2,6"
Espumoso,2,1,2,54,1,1,0,1,1,0,0,1,14,15,60,17,1,1,1,,6,2,"2,6"
Erechim,1,1,3,61,1,1,0,1,0,0,0,1,7,22,20,15,1,1,1,,5,2,"2,6"
Marau,1,1,1,37,2,2,1,0,0,0,0,1,9,12,40,10,1,2,1,,7,2,"2,6"
Sananduva,2,1,2,55,1,2,0,0,1,0,0,1,10,27,20,,1,1,1,,6,2,"2,6"
Erechim,1,1,2,49,2,6,1,0,1,0,0,1,14,17,40,,1,1,1,,6,2,"2,6"
Passo Fundo,2,3,4,38,2,1,0,1,1,0,0,2,3,5,10,64,1,1,1,,6,1,"2,6"
Tapera,2,1,2,43,2,2,0,0,1,0,0,1,19,21,22,24,2,1,1,,6,4,"2,75"
Passo Fundo,2,1,1,37,2,1,1,0,0,0,0,1,1,8,30,10,1,1,2,3,7,4,"2,75"
Ibirubá,4,1,2,49,2,2,0,1,1,0,0,1,6,6,16,49,1,1,2,10,5,3,"2,75"
Passo Fundo,1,3,4,27,2,2,0,1,0,0,0,1,5,9,,64,1,1,2,2,7,5,"2,8"
Ibirubá,2,1,2,39,2,2,0,1,0,0,0,1,10,10,40,49,1,1,1,,7,5,"2,8"
Sananduva,2,1,2,25,2,6,0,1,0,0,0,1,3,7,40,30,,1,1,,6,5,"2,8"
Estação,2,,,39,2,2,1,0,1,0,0,1,9,17,42,19,1,1,1,,6,5,"2,8"
Tapejara,1,1,2,41,2,2,0,1,0,0,0,1,12,17,14,16,1,1,1,,7,5,"2,8"
Taquaruçu do Sul,1,,,58,2,2,1,0,0,0,0,1,4,26,22,14,2,1,1,,6,5,"2,8"
Passo Fundo,1,1,1,37,2,2,1,0,0,0,0,1,3,12,6,13,1,1,2,90,6,5,"2,8"
Passo Fundo,1,1,1,46,2,1,1,0,0,0,0,1,1,1,30,12,1,1,1,,5,5,"2,8"
Erechim,1,1,2,34,2,2,0,0,1,0,0,1,1,16,40,137,1,1,1,,6,4,"2,8"
Erechim,1,1,2,33,2,6,1,0,0,0,0,1,7,8,40,137,1,1,2,,7,4,"2,8"
Passo Fundo,2,3,3,46,1,2,0,0,0,1,0,1,14,,8,120,1,1,1,,6,4,"2,8"
Erechim,1,1,2,60,2,2,0,1,0,0,0,1,10,27,20,71,1,1,1,,7,4,"2,8"
Passo Fundo,1,3,4,27,2,1,0,0,0,1,0,1,"2,9",5,16,64,1,1,1,,6,4,"2,8"
Sananduva,1,2,3,26,2,2,0,1,0,1,0,1,3,3,40,57,1,1,1,,5,4,"2,8"
Erechim,2,1,2,25,2,2,0,0,1,0,0,1,1,3,40,52,1,1,1,,7,4,"2,8"
Marau,1,1,2,36,2,2,0,1,0,0,0,1,2,4,40,42,1,1,1,,6,4,"2,8"
Marau,1,,,46,2,2,0,1,1,0,0,1,16,23,40,38,1,1,1,,6,4,"2,8"
Sananduva,1,1,2,24,2,2,0,1,1,0,0,1,2,5,20,38,1,1,1,,5,4,"2,8"
Tapejara,1,1,5,36,2,2,0,0,1,0,0,1,5,17,40,36,1,1,1,,6,4,"2,8"
Passo Fundo,1,1,2,49,2,2,0,0,1,0,0,1,16,31,20,35,2,1,1,,6,4,"2,8"
Erechim,2,1,1,44,2,2,1,0,0,0,0,1,14,24,20,33,1,1,1,,6,4,"2,8"
Getúlio Vargas,5,1,2,32,2,1,1,1,1,0,0,2,"0,6",5,40,30,1,1,2,15,2,4,"2,8"
Estação,1,1,1,30,2,2,1,0,0,0,0,1,4,10,22,29,1,1,1,,7,4,"2,8"
Ibiaçá,1,2,3,55,2,2,0,1,0,1,0,1,15,15,40,27,2,1,1,,6,4,"2,8"
Espumoso,1,1,1,38,2,2,1,0,0,0,0,1,8,17,20,26,1,1,1,,6,4,"2,8"
Espumoso,1,1,1,35,2,1,1,1,0,1,0,3,1,1,20,26,1,1,1,,5,4,"2,8"
Tapera,1,1,2,22,2,1,0,0,1,0,0,2,"0,1",4,20,24,1,1,1,,5,4,"2,8"
Passo Fundo,1,1,2,48,2,2,0,1,1,0,0,1,14,30,40,23,2,1,1,,6,4,"2,8"
Sananduva,,,,,,,,,,,0,1,16,34,20,20,1,1,1,,7,4,"2,8"
Tapejara,2,1,1,27,2,1,1,0,0,0,0,2,"0,5",3,40,20,1,1,1,,6,4,"2,8"
Espumoso,1,1,2,32,2,6,0,1,1,0,0,3,2,10,20,19,2,1,1,,5,4,"2,8"
Passo Fundo,2,1,2,43,2,2,0,1,0,1,0,1,1,16,20,18,1,1,1,,4,4,"2,8"
Espumoso,1,1,1,40,2,2,1,0,0,0,0,1,"0,5",18,20,17,1,1,1,,6,4,"2,8"
Passo Fundo,1,1,1,52,2,2,1,0,0,0,0,1,4,24,6,15,1,1,1,,6,4,"2,8"
Erechim,2,1,3,26,2,6,0,0,1,0,0,2,2,6,16,15,1,1,2,15,3,4,"2,8"
Selbach,2,1,1,30,2,2,1,0,1,0,0,1,4,5,22,10,1,1,1,,6,4,"2,8"
Ibirubá,1,1,1,39,2,1,1,0,0,0,0,,8,20,44,4,2,1,1,,6,4,"2,8"
Passo Fundo,1,3,3,43,2,3,0,0,0,0,1,1,18,20,20,120,2,1,1,,6,3,"2,8"
Passo Fundo,1,3,3,42,1,3,0,0,0,0,1,2,10,10,8,120,2,1,1,,5,3,"2,8"
Passo Fundo,2,3,3,34,1,2,0,1,0,1,0,1,7,9,7,120,1,1,1,,6,3,"2,8"
Passo Fundo,1,3,3,35,1,2,0,0,0,1,0,1,1,1,4,120,1,1,1,,5,3,"2,8"
Passo Fundo,1,3,4,50,2,3,0,1,1,0,0,,19,32,30,64,1,1,1,,5,3,"2,8"
Erechim,1,1,2,34,2,6,1,0,0,0,0,1,3,6,20,60,1,1,2,15,6,3,"2,8"
Sananduva,1,1,3,35,1,2,0,1,0,1,0,3,4,6,40,57,1,1,1,,5,3,"2,8"
Erechim,1,1,2,55,2,2,0,1,0,0,0,1,3,12,20,52,1,1,1,,6,3,"2,8"
Passo Fundo,2,1,2,46,2,2,1,1,0,0,0,1,5,30,20,39,2,2,1,,6,3,"2,8"
Passo Fundo,1,1,2,52,2,1,0,0,1,0,0,1,10,,20,37,1,1,2,10,6,3,"2,8"
Marau,1,1,2,50,2,2,0,0,1,0,0,1,1,29,40,35,1,1,1,,6,3,"2,8"
Passo Fundo,2,1,2,55,2,2,0,1,1,0,0,1,2,33,20,27,1,1,1,,6,3,"2,8"
Passo Fundo,1,1,2,47,2,2,0,1,1,0,0,1,10,,8,25,2,1,1,,5,3,"2,8"
Ibirubá,1,1,2,50,2,2,1,0,0,0,0,1,3,27,16,23,1,1,2,30,5,3,"2,8"
Passo Fundo,1,1,1,35,2,2,1,0,0,0,0,1,"0,08",10,44,20,1,1,1,,2,3,"2,8"
Erechim,1,1,1,34,2,1,1,0,0,0,0,1,5,5,40,18,2,1,2,10,4,3,"2,8"
Erechim,1,1,1,25,2,2,1,0,0,0,0,2,1,4,20,18,1,1,1,,5,3,"2,8"
Taquaruçu do Sul,1,1,2,39,1,2,0,1,0,0,0,1,16,16,20,17,1,1,1,,6,3,"2,8"
Erechim,1,1,1,35,2,2,1,0,0,0,0,1,8,15,40,17,1,2,1,,5,3,"2,8"
Passo Fundo,1,1,1,35,2,6,1,0,0,0,0,1,5,11,30,15,1,1,1,,6,3,"2,8"
Passo Fundo,1,1,1,26,2,2,1,0,0,0,0,1,2,10,30,14,1,1,2,3,5,3,"2,8"
Passo Fundo,1,1,1,41,2,6,1,0,0,0,0,1,1,8,30,12,1,1,1,,6,3,"2,8"
Marau,1,1,1,51,2,,1,0,0,0,0,1,12,12,40,10,1,1,1,,5,3,"2,8"
Passo Fundo,1,1,1,43,2,2,1,0,0,0,0,1,2,,30,6,1,1,1,,5,3,"2,8"
Passo Fundo,1,3,5,38,2,2,0,0,1,0,0,,4,13,22,67,1,1,1,,4,2,"2,8"
Passo Fundo,1,3,4,45,2,2,0,1,1,0,0,1,17,22,43,64,2,1,1,,5,2,"2,8"
Getúlio Vargas,2,1,2,48,2,2,0,0,1,0,0,1,28,30,20,38,1,1,,,4,2,"2,8"
Erechim,1,1,1,30,2,1,1,0,0,0,0,1,4,9,20,23,1,1,1,,7,2,"2,8"
Passo Fundo,2,1,2,53,2,2,0,1,1,0,0,1,1,29,40,18,2,1,1,,6,2,"2,8"
Passo Fundo,1,1,1,51,2,1,1,0,1,0,0,1,5,31,50,11,1,1,1,,1,2,"2,8"
Ibirubá,2,1,1,53,2,1,1,0,1,0,0,1,2,32,20,4,1,2,1,,3,1,"2,8"
Erechim,1,1,2,49,2,2,0,0,1,0,0,1,23,33,40,71,1,1,1,,7,5,3
Passo Fundo,1,3,5,44,2,2,0,0,1,0,0,3,15,18,31,67,1,1,1,,7,5,3
Erechim,1,1,2,33,2,2,0,1,1,0,0,1,6,6,20,60,2,1,1,,6,5,3
Ibirubá,2,2,5,38,2,2,0,0,0,1,0,1,7,20,16,56,2,1,1,,5,5,3
Erechim,1,1,2,53,2,2,0,1,0,0,0,1,25,27,40,52,2,1,1,,5,5,3
Espumoso,1,1,2,39,2,2,0,0,1,0,0,1,12,12,20,36,1,1,1,,7,5,3
Getúlio Vargas,1,1,1,32,2,2,1,0,0,0,0,2,1,9,20,33,1,1,1,,6,5,3
Sananduva,1,1,2,35,2,1,0,0,1,0,0,1,2,12,20,30,1,1,1,,5,5,3
Erechim,1,1,5,24,1,6,1,1,1,1,0,2,"0,3",1,20,30,1,1,1,,6,5,3
Passo Fundo,1,1,2,37,2,2,0,0,1,0,0,1,2,14,40,27,,1,1,,6,5,3
Passo Fundo,1,1,2,53,2,2,0,1,1,0,0,1,"0,3",,20,27,1,1,1,,5,5,3
Passo Fundo,3,1,2,46,2,2,0,1,0,1,0,1,11,21,50,20,1,1,1,,6,5,3
Passo Fundo,1,1,1,31,2,3,1,0,0,0,0,1,"0,08",,30,20,1,1,1,,7,5,3
Tio Hugo,1,1,2,27,2,2,1,0,1,0,0,1,1,8,20,17,1,1,1,,7,5,3
Passo Fundo,1,1,1,28,2,2,1,0,0,0,0,1,"4,8",9,30,16,1,1,1,,7,5,3
Tapejara,1,1,1,22,2,1,1,0,0,0,0,1,1,6,1,16,1,1,1,,7,5,3
Passo Fundo,2,3,3,36,1,2,0,0,0,0,1,2,6,8,8,120,1,1,1,,4,4,3
Erechim,1,1,2,24,2,1,1,0,0,0,0,2,"0,1",,20,71,1,1,1,,5,4,3
Passo Fundo,1,3,4,48,2,1,0,0,1,0,0,2,6,18,28,64,1,1,1,,5,4,3
Passo Fundo,1,3,4,28,2,1,1,0,0,0,0,2,5,12,25,64,1,1,1,,7,4,3
Marau,2,1,2,53,2,2,0,0,1,0,0,3,1,32,40,58,1,1,1,,6,4,3
Chapada,2,2,3,40,2,6,0,1,0,1,0,1,8,9,20,54,,1,2,80,6,4,3
Marau,1,1,2,40,2,2,0,0,1,0,0,1,1,17,40,47,1,1,1,,5,4,3
Getúlio Vargas,1,1,1,23,2,1,1,0,0,0,0,2,3,4,20,39,1,1,1,,5,4,3
Ibirubá,1,1,4,42,2,2,1,0,1,1,0,1,17,23,60,37,2,1,1,,6,4,3
Tapejara,2,1,5,30,2,2,0,0,1,0,0,3,4,12,20,37,1,1,1,,4,4,3
Chapada,1,1,2,37,1,1,0,1,0,0,0,4,8,10,20,36,1,1,1,,6,4,3
Espumoso,2,1,2,40,2,1,1,0,1,0,0,1,1,7,20,36,1,1,1,,6,4,3
Erechim,1,1,1,29,2,2,1,0,0,0,0,1,6,11,20,33,1,1,1,,6,4,3
Erechim,1,1,5,48,2,2,0,0,0,0,0,1,21,21,40,30,2,1,1,,6,4,3
Erechim,1,1,5,39,2,1,0,0,0,0,0,1,19,19,40,30,1,1,1,,6,4,3
Tapera,1,1,2,30,2,2,0,0,1,0,0,1,3,10,22,25,1,1,1,,6,4,3
Passo Fundo,1,1,2,58,2,1,0,1,0,0,0,1,1,13,20,23,1,1,1,,5,4,3
Ibirubá,1,1,2,31,2,2,0,1,0,0,0,3,"0,08",2,20,23,1,1,1,,5,4,3
Estação,2,1,3,39,2,2,0,1,0,1,0,1,18,19,40,22,1,1,1,,6,4,3
Tapera,1,1,2,42,2,2,0,0,1,1,0,1,18,20,,21,2,1,1,,6,4,3
Tapera,2,1,2,26,1,1,0,1,1,0,0,1,"1,5","1,5",40,21,1,1,1,,6,4,3
Passo Fundo,1,1,2,53,2,2,0,1,1,0,0,1,4,27,40,19,2,1,1,,6,4,3
Passo Fundo,1,1,2,58,2,2,0,1,1,0,0,1,"0,2",15,16,18,1,1,1,,6,4,3
Erechim,1,1,1,30,2,2,1,0,0,0,0,1,5,8,40,18,1,1,1,,6,4,3
Tio Hugo,1,1,2,32,2,2,0,0,1,0,0,1,3,11,20,17,,1,1,,3,4,3
Tapejara,1,1,1,33,2,2,1,0,0,0,0,1,1,8,40,16,2,1,1,,6,4,3
Passo Fundo,1,1,1,25,2,1,1,0,0,0,0,1,5,8,44,16,1,1,1,,6,4,3
Erechim,1,1,3,35,1,2,0,1,0,0,0,1,7,7,20,15,2,1,1,,3,4,3
Passo Fundo,1,1,1,42,2,2,1,0,0,0,0,1,5,18,30,12,1,1,1,,3,4,3
Taquaruçu do Sul,,,,52,2,2,1,1,1,0,0,1,,28,,,,1,1,,6,4,3
Sananduva,2,1,2,46,2,2,0,0,1,0,0,1,2,26,18,,1,1,2,2,5,4,3
Erechim,1,1,2,40,2,2,0,1,1,0,0,1,14,14,40,137,1,1,1,,5,3,3
Selbach,,,,40,2,2,1,1,1,0,0,1,4,20,,120,2,1,1,,6,3,3
Erechim,2,1,2,54,2,2,0,0,1,0,0,1,19,22,17,71,1,1,1,,2,3,3
Erechim,1,1,2,25,2,2,1,0,0,0,0,1,"1,5","1,5",40,71,1,1,1,,6,3,3
Chapada,1,2,3,48,2,5,0,0,1,0,0,1,10,33,,54,,2,2,10,7,3,3
Tapejara,2,1,2,41,2,2,0,0,1,0,0,1,15,17,40,48,1,1,1,,5,3,3
Marau,1,,,34,2,8,0,0,1,0,0,1,9,11,40,38,1,1,1,,5,3,3
Passo Fundo,1,1,2,36,2,2,0,1,1,0,0,1,13,15,40,37,1,1,1,,3,3,3
Passo Fundo,2,1,2,40,2,2,0,1,1,0,0,1,21,18,20,32,1,1,1,,6,3,3
Passo Fundo,2,2,2,43,2,1,0,1,0,0,0,2,18,,40,32,2,1,1,,7,3,3
Getúlio Vargas,1,1,1,49,2,1,1,0,0,0,0,1,4,28,40,30,1,1,1,,6,3,3
Getúlio Vargas,2,1,1,37,2,2,1,0,1,0,0,1,9,18,40,30,1,1,1,,5,3,3
Estação,1,1,1,26,2,2,1,0,0,0,0,1,3,5,8,29,1,1,1,,7,3,3
Getúlio Vargas,2,1,2,59,2,3,0,1,0,0,0,1,,,16,28,1,1,1,,3,3,3
Passo Fundo,1,1,2,45,2,2,0,0,1,0,0,1,9,22,40,27,1,1,1,,4,3,3
Getúlio Vargas,1,1,2,49,2,,1,0,0,0,0,3,9,23,36,22,2,1,1,,4,3,3
Getúlio Vargas,1,1,1,51,2,2,1,0,0,0,0,1,5,27,8,21,1,1,1,,4,3,3
Espumoso,1,1,2,51,2,2,1,0,0,0,0,1,6,16,40,20,1,1,2,3,6,3,3
Passo Fundo,1,1,2,57,2,2,0,1,0,0,0,3,26,33,,18,2,1,1,,5,3,3
Espumoso,2,1,1,38,2,2,1,1,0,0,0,1,14,17,20,17,1,1,1,,5,3,3
Passo Fundo,1,1,1,33,2,1,1,0,0,0,0,1,13,13,30,16,1,1,2,,5,3,3
Espumoso,1,1,1,37,2,2,1,0,0,0,0,1,4,18,20,15,1,1,2,5,4,3,3
Passo Fundo,1,1,1,33,2,1,1,0,0,0,0,1,"2,5",9,44,15,1,1,2,10,6,3,3
Tio Hugo,1,1,1,34,2,2,1,0,0,0,0,1,6,17,40,14,1,1,1,,6,3,3
Passo Fundo,1,1,1,32,2,2,1,0,0,0,0,1,"2,4","4,7",30,14,1,1,2,15,5,3,3
Erechim,2,1,2,31,1,2,0,1,0,0,0,1,"0,5",8,40,2,1,1,1,,7,3,3
Marau,1,1,2,35,2,3,0,1,1,0,0,1,6,14,40,47,1,1,1,,6,2,3
Chapada,1,1,2,46,2,1,1,0,0,0,0,1,16,24,20,36,1,1,2,45,5,2,3
Passo Fundo,1,1,2,48,2,2,0,1,1,0,0,1,25,27,30,35,2,1,1,,6,2,3
Getúlio Vargas,1,1,1,32,2,2,1,0,0,0,0,2,"0,7",5,20,33,1,1,1,,3,2,3
Ibiaçá,1,2,3,50,1,2,0,1,0,0,0,1,8,24,10,27,1,1,1,,2,2,3
Estação,3,1,3,39,2,2,0,1,0,1,0,1,7,21,40,22,1,1,1,,5,2,3
Passo Fundo,1,1,2,44,2,2,0,0,1,0,0,1,10,10,20,20,1,1,1,,5,2,3
Taquaruçu do Sul,1,,,50,2,1,1,0,0,0,0,1,9,29,4,14,1,1,2,10,4,2,3
Erechim,1,1,2,42,2,2,0,0,1,0,0,1,3,17,40,52,1,1,2,24,7,1,3
Erechim,1,1,1,45,2,2,1,0,0,0,0,1,5,23,40,28,1,1,1,,6,1,3
Marau,1,1,2,44,2,1,0,1,0,0,0,2,"0,6","0,6",40,22,1,1,1,,7,1,3
Estação,2,1,3,43,2,2,0,0,0,1,0,1,15,15,20,19,1,1,1,,3,1,3
Erechim,1,1,2,37,2,1,1,1,1,0,0,1,7,13,40,71,2,1,1,,7,5,"3,2"
Passo Fundo,1,3,5,37,2,2,0,0,1,0,0,1,10,15,42,67,1,1,1,,5,5,"3,2"
Passo Fundo,1,3,4,38,2,2,0,1,0,1,0,1,4,20,20,64,1,2,2,14,7,5,"3,2"
Getúlio Vargas,2,1,1,55,2,2,1,0,1,0,0,2,4,38,20,33,1,1,2,3,6,5,"3,2"
Passo Fundo,1,1,2,44,2,2,0,0,1,0,0,1,5,9,20,32,1,1,2,30,7,5,"3,2"
Espumoso,2,1,2,45,2,1,1,0,1,0,0,1,9,19,8,30,1,1,1,,4,5,"3,2"
Passo Fundo,2,1,2,33,2,2,0,0,1,0,0,1,5,9,20,23,1,1,1,,3,5,"3,2"
Ibirubá,1,1,2,34,1,3,0,1,0,0,0,1,6,7,16,23,1,1,1,,5,5,"3,2"
Tapera,1,1,1,29,2,5,1,0,1,0,0,,5,5,16,20,,1,1,,7,5,"3,2"
Passo Fundo,1,1,1,31,2,1,1,0,0,0,0,3,5,10,33,18,1,1,1,,7,5,"3,2"
Tio Hugo,2,1,2,27,2,2,0,1,0,0,0,3,3,5,20,17,1,1,1,,7,5,"3,2"
Passo Fundo,1,1,1,27,2,2,1,0,0,0,0,1,5,7,30,16,2,1,1,,6,5,"3,2"
Passo Fundo,1,1,1,33,2,2,1,1,0,1,0,1,"0,1",8,30,9,1,1,1,,2,5,"3,2"
Passo Fundo,2,3,3,38,2,3,0,0,0,0,1,2,3,3,4,120,1,1,1,,6,4,"3,2"
Erechim,1,1,2,56,2,2,0,1,0,1,0,1,24,26,16,65,1,1,1,,6,4,"3,2"
Passo Fundo,1,3,4,39,2,2,1,0,0,0,0,1,2,7,50,64,1,1,2,10,4,4,"3,2"
Passo Fundo,1,3,4,28,2,2,0,0,1,0,0,1,4,4,20,64,1,1,1,,7,4,"3,2"
Tapera,1,2,2,39,2,2,0,1,1,1,0,1,15,21,22,60,1,1,1,,6,4,"3,2"
Tapejara,1,1,2,39,2,1,0,0,1,0,0,1,15,18,4,55,1,1,1,,5,4,"3,2"
Erechim,1,1,2,31,2,1,1,0,0,0,0,1,"1,5","1,8",40,50,1,1,1,,6,4,"3,2"
Tapejara,1,1,2,34,2,2,0,1,0,0,0,1,2,14,20,40,1,1,1,,5,4,"3,2"
Getúlio Vargas,2,1,2,45,2,2,0,1,0,0,0,1,7,19,22,38,1,1,1,,6,4,"3,2"
Marau,1,,,43,2,2,0,0,1,0,0,1,11,18,8,38,2,1,1,,6,4,"3,2"
Espumoso,2,1,2,45,2,2,0,1,0,0,0,1,10,23,18,36,1,1,1,,6,4,"3,2"
Chapada,2,1,2,35,2,2,0,0,1,0,0,1,8,14,44,36,1,1,1,,5,4,"3,2"
Tapejara,1,1,1,31,2,1,1,0,0,0,0,1,7,9,30,30,1,1,1,,7,4,"3,2"
Tapera,2,1,2,30,2,3,1,1,1,0,0,1,1,7,16,24,1,1,1,,7,4,"3,2"
Erechim,1,1,1,37,2,2,1,0,0,0,0,1,3,15,20,23,1,1,1,,4,4,"3,2"
Getúlio Vargas,1,1,2,28,2,6,0,0,1,0,0,2,2,6,20,22,1,1,1,,5,4,"3,2"
Passo Fundo,2,1,1,28,2,2,1,0,0,0,1,1,"0,08",8,50,20,1,1,1,,5,4,"3,2"
Erechim,1,1,1,31,2,2,1,0,0,0,0,1,3,8,40,18,1,1,1,,5,4,"3,2"
Passo Fundo,2,1,1,31,2,2,1,0,0,1,0,1,11,13,30,16,1,2,2,5,6,4,"3,2"
Passo Fundo,1,1,1,36,2,2,1,0,1,0,0,1,"2,5",13,30,15,1,1,1,,6,4,"3,2"
