,Idade,Formação,Tempo_Escola,Tempo_profissão,Hrs_semanais,Numero_professores,Supervisiona,Licença_2semanas,Licença_ano,trab1,trab2,trab3,trab4,trab5,trab6,trab7,trab8,trab9,trab10,trab11,trab12,trab13,trab14,trab15,trab16,trab17,trab18,trab19,trab20,trab21,trab22,trab23,trab24,trab25,trab26,trab27,trab28,trab29,trab30,trab31,trab32,atitrab1,atitrab2,atitrab3,atitrab4,atitrab5,atitrab6,atitrab7,atitrab8,atitrab9,atitrab10,atitrab11,atitrab12,atitrab13,atitrab14,atitrab15,atitrab16,atitrab17,atitrab18,atitrab19,atitrab20,be1,be2,be3,be4,be5,be6,be7,be8,be9,be10,be11,be12,be13,be14,be15,be16,be17,be18,be19,bes1,bes2,bes3,bes4,bes5,saude1,saude2,saude3,saude4,MPS,IPPS,IOPS,ISP,CAFC,VSP,ARE,DED,ARS,AED,Engagement,Exaustao,Cinismo,SCV,Saude,Indiv,Populacao,PIB,IDHM,PIBPer,INVperc,Turma,Alunos,Professores,Investimento,TAMesc
27,47.0,2.0,28.0,28.0,40.0,36.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,4.0,3.0,7.0,6.0,6.0,6.0,6.0,5.0,3.0,5.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,5.0,4.0,6.75,6.67,6.67,6.0,6.5,6.0,4.0,2.8,2.8,3.4,5.44,1.6,0.2,6.0,4.5,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
28,59.0,2.0,5.0,33.0,16.0,36.0,1.0,1.0,1.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,6.0,4.0,4.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,1.0,1.0,1.0,7.0,6.0,5.0,5.0,6.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,6.0,7.0,6.0,3.0,3.0,3.0,2.0,5.92,5.0,5.33,5.67,6.5,5.33,4.2,3.4,3.4,3.0,5.56,1.4,0.4,6.2,2.75,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
29,52.0,1.0,5.0,32.0,20.0,36.0,1.0,1.0,1.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,2.0,2.0,1.0,7.0,5.0,5.0,6.0,6.0,5.0,2.0,3.0,2.0,5.0,4.0,1.0,2.0,3.0,4.0,2.0,3.0,5.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,5.0,5.0,5.58,5.67,5.33,5.17,6.0,5.67,4.4,3.0,1.8,2.4,5.44,1.2,0.6,7.0,4.75,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
30,32.0,2.0,2.0,14.0,20.0,36.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,5.0,6.0,5.0,2.0,3.0,3.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,4.0,4.0,6.67,6.67,5.0,6.17,6.0,5.67,4.8,3.6,3.0,4.0,5.44,1.6,1.2,5.4,4.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
31,41.0,2.0,7.5,18.0,20.0,36.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,6.0,6.0,6.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,3.0,6.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,7.0,7.0,7.0,6.0,4.0,4.0,4.0,4.0,6.0,5.33,5.67,5.33,6.0,5.33,3.8,3.6,3.0,4.0,5.56,0.2,0.2,6.8,4.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
32,37.0,1.0,8.0,10.0,20.0,36.0,1.0,1.0,1.0,6.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,7.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,2.0,2.0,2.0,6.0,5.0,6.0,5.0,6.0,4.0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,1.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,5.75,5.33,5.33,5.33,5.5,5.67,4.0,3.6,1.8,2.6,5.11,3.0,0.4,5.6,4.25,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
33,35.0,2.0,8.0,14.0,44.0,36.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,2.0,2.0,2.0,6.0,6.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0,0.0,1.0,4.0,1.0,2.0,6.0,5.0,5.0,7.0,6.0,4.0,4.0,4.0,4.0,6.0,5.33,5.0,5.67,6.0,5.0,3.8,2.0,3.2,3.4,5.67,3.2,1.6,5.8,4.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
34,51.0,1.0,15.0,28.0,40.0,36.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,7.0,6.0,5.0,4.0,4.0,4.0,4.0,6.92,7.0,7.0,7.0,7.0,7.0,5.0,3.6,5.0,5.0,6.0,0.4,0.0,6.2,4.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
35,33.0,2.0,0.6,14.0,20.0,36.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,7.0,6.0,5.0,6.0,6.0,1.0,2.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,0.0,1.0,0.0,4.0,1.0,5.0,2.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,6.42,6.33,5.67,6.0,6.0,6.0,4.4,2.6,3.2,4.6,5.44,5.2,1.2,4.4,3.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
36,53.0,2.0,6.0,27.0,20.0,36.0,1.0,1.0,1.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,2.0,3.0,2.0,6.0,6.0,5.0,6.0,6.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,5.0,5.0,6.0,5.0,5.0,3.0,2.0,3.0,3.0,6.25,6.67,5.67,5.83,6.0,5.67,4.2,3.4,3.6,3.4,5.11,3.6,1.2,5.2,2.75,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
37,46.0,1.0,16.0,24.0,20.0,36.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,4.0,4.0,3.0,6.0,6.0,7.0,7.0,4.0,6.0,1.0,1.0,1.0,6.0,6.0,4.9,3.0,3.0,4.0,4.0,2.0,5.0,5.0,2.0,1.0,4.0,4.0,3.0,1.0,5.0,4.0,5.0,1.0,5.0,2.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,6.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,6.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,2.0,7.0,6.33,3.67,6.0,6.0,3.0,3.8,3.4,2.0,4.4,4.0,3.0,3.2,4.6,2.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
38,49.0,2.0,16.0,24.0,40.0,36.0,1.0,1.0,1.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,6.0,6.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,4.0,6.0,6.0,5.0,3.0,3.0,3.0,3.0,6.33,5.33,4.0,3.83,6.0,4.0,4.2,3.0,2.4,3.2,5.56,4.6,0.2,5.4,3.0,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
39,42.0,2.0,16.0,16.0,8.0,36.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,7.0,1.0,7.0,7.0,6.0,7.0,7.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,6.0,7.0,7.0,2.0,5.0,5.0,3.0,4.0,7.0,7.0,7.0,7.0,7.0,6.67,5.0,2.4,4.8,4.8,6.0,0.6,0.2,5.8,4.25,4.5,9269.0,40999.96999999999,0.7569999999999998,4.420000000000001,4620.68,36.0,404.0,54.0,42829084.87,5.269999999999998
40,26.0,2.0,0.5,4.0,20.0,5.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,7.0,7.0,6.0,6.0,5.0,4.0,2.0,3.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,5.0,3.0,4.0,2.0,1.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,6.92,7.0,6.33,6.0,7.0,5.67,3.4,1.8,3.2,3.8,5.44,4.4,0.6,4.8,3.5,528.3,28687.8,38906.817,0.7669,1.984,3482.8370000000004,10.9,173.4,16.7,92543245.37200001,1.7560000000000002
41,22.0,5.0,0.5,5.0,40.0,4.0,2.0,1.0,1.0,6.0,7.0,7.0,7.0,6.0,6.0,6.9,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,2.3,1.0,7.0,7.0,7.0,7.0,7.0,4.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,1.0,4.0,5.0,3.0,1.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,6.0,4.0,5.0,7.0,5.0,5.0,3.8,5.0,5.0,6.73,7.0,6.33,7.0,7.0,7.0,4.2,1.4,4.8,4.8,5.89,1.8,1.0,5.4,5.0,456.9133333333333,66855.1,38558.94473333333,0.7646599999999999,1.3537333333333332,3444.2786,11.8,217.6,15.4,205379230.2648,1.877
42,45.7,1.0,0.5,24.0,20.0,15.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,3.0,6.0,6.0,5.0,5.0,6.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,5.0,3.0,6.0,5.0,4.0,4.0,4.0,6.83,6.67,6.0,6.17,6.0,5.33,4.4,3.0,3.8,3.8,5.89,1.8,0.2,4.4,4.25,422.0,117472.5,38125.565,0.7709,1.5189999999999997,3334.8609999999994,15.8,320.5,24.9,347562562.59199995,2.7760000000000007
43,34.0,2.0,0.5,16.0,20.0,5.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,6.0,6.0,5.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,5.0,3.0,5.0,6.0,6.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,6.75,6.0,5.67,7.0,7.0,6.33,4.2,2.6,3.4,4.0,5.11,1.6,0.0,6.0,4.75,531.1133333333333,73546.6,37600.14173333333,0.76326,1.552733333333333,3498.3746,13.9,263.4,20.2,225684306.6908,2.319
44,84.0,1.0,7.659999999999999,10.0,35.8,41.3,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,4.0,5.0,3.0,3.0,3.0,7.0,6.0,6.0,4.0,6.0,5.0,2.0,5.0,5.0,7.0,7.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,6.75,5.33,3.0,5.67,7.0,5.0,4.6,3.6,4.4,4.0,6.0,1.8,0.0,7.0,5.0,248.3,60710.6,40571.118,0.7698,2.216,3722.749,15.7,372.7,35.0,186286620.90999997,3.3369999999999997
45,39.0,1.0,5.0,5.0,40.0,42.5,2.0,1.0,1.0,4.0,5.0,7.0,7.0,6.0,3.0,5.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,3.0,5.6,6.0,6.0,7.0,5.0,4.0,5.0,5.0,1.0,3.0,1.0,7.0,6.0,4.0,6.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,2.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,5.0,4.0,7.0,3.0,3.0,3.0,3.0,5.83,7.0,4.5,5.33,6.5,4.0,4.6,2.4,4.4,5.0,6.0,1.8,0.0,5.4,3.0,395.11333333333334,67477.5,38904.699733333335,0.7666600000000001,1.215733333333333,3220.992599999999,19.6,295.4,26.3,200933495.14079994,2.958999999999999
46,49.0,2.0,26.0,31.0,40.0,54.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,6.0,1.0,2.0,1.0,7.0,6.0,6.0,6.0,6.0,4.0,3.0,3.7,4.0,5.0,3.2,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,6.0,6.0,3.0,4.0,3.0,4.0,3.0,7.0,7.0,5.33,6.17,6.5,6.0,4.4,3.5,3.25,4.0,4.89,4.2,0.2,5.2,3.5,556.5,64227.5,36029.711,0.7608000000000001,1.815,3418.5609999999992,23.5,483.7,31.9,194065999.714,3.9419999999999993
47,51.0,1.0,18.0,26.9,20.0,54.0,1.0,1.0,1.0,7.0,7.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,2.0,1.0,1.0,7.0,7.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,2.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,4.0,2.0,3.0,5.0,5.0,2.0,3.0,3.0,2.0,6.67,7.0,6.0,6.17,7.0,6.0,4.6,3.8,3.8,4.0,5.56,2.0,0.6,3.8,2.5,516.9,174833.2,38811.871,0.7731,0.37500000000000017,2970.7239999999993,23.0,543.3,40.3,512037218.85599995,4.429000000000002
48,52.0,2.0,20.0,26.0,20.0,54.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,6.0,6.0,5.0,1.0,1.0,1.0,7.0,6.0,5.0,5.0,6.0,5.0,3.0,2.0,2.0,3.0,5.0,2.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,5.0,3.0,6.0,5.0,5.0,2.0,2.0,3.0,2.0,5.92,5.67,4.67,5.17,6.5,5.33,3.8,3.4,2.4,2.2,5.11,2.2,2.2,4.8,2.25,402.95,130411.8,39103.487,0.7718,0.6950000000000001,3062.082999999999,23.0,499.9,43.0,382828575.419,4.416000000000001
49,40.0,2.0,14.0,15.0,40.0,54.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,5.0,1.0,2.0,3.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,6.0,5.0,4.0,4.0,4.0,3.0,4.0,7.0,5.0,6.0,5.67,6.0,6.0,4.8,1.4,2.2,3.2,6.0,0.6,0.0,4.6,3.75,420.82666666666665,60697.3,36998.20846666666,0.76102,2.2344666666666666,3638.4151999999995,22.8,437.8,43.5,186045017.33959997,4.246
50,41.0,2.0,17.0,24.0,20.0,54.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,7.0,6.0,6.0,6.0,6.0,4.0,2.0,2.0,3.0,5.0,3.0,1.0,4.0,4.0,3.0,1.0,3.0,4.0,2.0,1.0,2.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,6.0,6.0,3.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,6.0,6.0,5.0,3.0,4.0,5.0,6.92,6.0,6.33,5.33,6.5,6.0,4.4,2.8,1.6,3.0,5.11,2.4,0.8,5.4,4.25,396.15,154195.5,40009.957,0.7723000000000002,1.016,3192.5499999999984,27.2,513.9,35.8,450732228.03099996,4.378000000000002
51,40.0,6.0,8.0,9.0,20.0,54.0,1.1,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.3,5.0,6.0,5.0,5.0,5.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,6.0,6.0,5.0,4.0,4.0,4.0,4.0,7.0,7.0,7.0,6.0,6.0,5.0,4.6,3.8,3.2,3.6,5.25,3.0,0.2,5.0,4.0,458.15,118727.9,37488.21000000001,0.7685000000000002,0.687,3012.4139999999984,29.0,589.3,41.0,347551017.5829999,4.903000000000001
52,45.0,6.0,15.0,23.0,40.0,54.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,6.92,6.67,6.0,6.5,7.0,7.0,4.8,4.4,4.4,4.8,5.22,1.4,1.4,6.0,4.25,276.95,73930.4,38614.808000000005,0.7677,1.075,3185.936999999999,24.7,421.7,37.0,218759261.716,4.029999999999999
53,48.0,5.0,10.0,33.0,21.4,54.0,1.3,2.0,2.0,7.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,7.0,6.0,6.0,6.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,6.0,5.0,7.0,6.0,7.0,4.0,3.0,3.0,3.0,6.67,6.33,6.33,6.17,6.5,6.0,4.0,4.0,3.0,2.6,5.44,3.0,1.2,6.2,3.25,487.9,127844.0,37286.619999999995,0.7666999999999999,1.267,3255.472999999999,15.5,358.9,23.3,378724836.8419999,2.8050000000000006
